id,name,assay,parentId,benefactorId,projectId,individualID,specimenID,nf1Genotype,age_months,cellType,consortium,dataSubtype,dataType,diagnosis,fileFormat,fundingAgency,isCellLine,nf2Genotype,organ,sex,species,study,tissue,disease,drugScreenType,fileType,isPrimaryCell,sampleIdentifier,timePointUnit,tissueType,analysisType,resourceType,differentialExpressionMethod,studyId,tumorType,Component,Uuid,accessTeam,accessType,averageBaseQuality,averageInsertSize,averageReadLength,eTag,entityId,expressionUnit,genomicReference,initiative,isStranded,libraryPreparationMethod,libraryStrand,pairsOnDifferentChr,platform,progressReportNumber,readsDuplicatedPercent,readsMappedPercent,reportMilestone,specimenPreparationMethod,studyName,totalReads,workflow,workflowLink,description,createdOn,createdBy,etag,modifiedOn,modifiedBy,path,type,currentVersion,dataFileHandleId,dataFileName,dataFileSizeBytes,dataFileMD5Hex,dataFileConcreteType,dataFileBucket,dataFileKey
syn20380651,202915600104_R07C01_Grn.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380651,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247007889,3337130,f560d916-34ab-47c7-863e-39cef2d13523,1679362726117,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202915600104_R07C01_Grn.idat,file,1,41213750,202915600104_R07C01_Grn.idat,13676236,ec06918c316dacfce09b8c1350547862,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/3f2d454a-aca2-4439-a39e-0552396e4735/202915600104_R07C01_Grn.idat
syn20380654,202908430050_R04C01_Red.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380654,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247018526,3337130,ee390db9-9bea-4b7e-bf76-23a53ab71178,1679362726164,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908430050_R04C01_Red.idat,file,1,41213758,202908430050_R04C01_Red.idat,13676236,7b3a80dc1cadab39f2873ff06654cc00,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/0a3bffa2-df65-46d0-86a3-78153e1c44a4/202908430050_R04C01_Red.idat
syn20380657,202908430050_R02C01_Red.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380657,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247028707,3337130,21c43486-2f98-4125-b972-9bcfd41e1f2d,1679362726207,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908430050_R02C01_Red.idat,file,1,41213762,202908430050_R02C01_Red.idat,13676236,1e753e617e0ba36600c4bb809d6c3928,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/97fb1207-223f-4dc0-807f-02a2e02d2d21/202908430050_R02C01_Red.idat
syn20380660,202908430125_R05C01_Grn.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380660,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247038413,3337130,c9f13043-1275-4f12-91fe-bb51182d00f7,1679362726250,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908430125_R05C01_Grn.idat,file,1,41213766,202908430125_R05C01_Grn.idat,13676236,35b4cec34d622edfddab4cc936dcfe3f,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/9a98c44f-8d5a-444a-8620-c2990ae877ca/202908430125_R05C01_Grn.idat
syn20380664,202915600104_R04C01_Red.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380664,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247048712,3337130,014d9b1a-494d-4ead-9dfe-9f0fcb03ac00,1679362726296,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202915600104_R04C01_Red.idat,file,1,41213771,202915600104_R04C01_Red.idat,13676236,f1ea3d42d9473d0d8a7db823984c5515,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/7d3cb551-21d7-42b9-bbbb-db060c2370a2/202915600104_R04C01_Red.idat
syn20380667,202908540037_R04C01_Red.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380667,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247060887,3337130,6e8b296b-c4df-493b-9a00-0591b784e554,1679362726340,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908540037_R04C01_Red.idat,file,1,41213774,202908540037_R04C01_Red.idat,13676232,7b855c3312e32bdf2858a553b3c777bf,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/4a63a3fe-ae04-4b7f-9e45-ffa3fc805271/202908540037_R04C01_Red.idat
syn20380671,202908540037_R07C01_Red.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380671,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247073775,3337130,b70861b0-0045-4c03-a6f9-66122d885f7f,1679362726388,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908540037_R07C01_Red.idat,file,1,41213780,202908540037_R07C01_Red.idat,13676231,d62459f37cb77a766796725f8aa14ed6,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/0fe73901-cd9a-4c01-aae5-b91370c42b29/202908540037_R07C01_Red.idat
syn20380674,202908430125_R06C01_Grn.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380674,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247082845,3337130,0bbc2e65-4bff-4fc4-b4e2-e6970d472043,1679362726431,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908430125_R06C01_Grn.idat,file,1,41213784,202908430125_R06C01_Grn.idat,13676236,a4700f65bee8017559c92329d9b2f9d0,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/902f2db5-1e6d-439c-9e0e-00875f481d52/202908430125_R06C01_Grn.idat
syn20380678,202908420087_R06C01_Red.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380678,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247096652,3337130,e9f5ba2d-2f7f-40a2-9aa7-b0b7a3c8822c,1679362726489,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908420087_R06C01_Red.idat,file,1,41213791,202908420087_R06C01_Red.idat,13676231,5439193f0364fb83b93bef2599f52fea,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/2b9df57b-fe47-48a5-8f1b-495b33fb3e75/202908420087_R06C01_Red.idat
syn20380681,202915600104_R05C01_Grn.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380681,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247107172,3337130,fef384a8-7ff5-4d69-b748-db4bb1c52a70,1679362726537,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202915600104_R05C01_Grn.idat,file,1,41213794,202915600104_R05C01_Grn.idat,13676236,ebece117bdb0b88defe8a185b3b3c060,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/44d42511-a949-4fa2-a7c4-1bb7b3163cd3/202915600104_R05C01_Grn.idat
syn20380685,202908430125_R02C01_Grn.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380685,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247119313,3337130,e2c6d28a-2596-4ab6-b49e-659cd1396291,1679362726581,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908430125_R02C01_Grn.idat,file,1,41213799,202908430125_R02C01_Grn.idat,13676236,24c7cff4041996f2417200ec47192069,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/368aff4f-4a31-4e41-a71c-a71386f68416/202908430125_R02C01_Grn.idat
syn20380689,202908430125_R04C01_Red.idat,methylation array,syn20380612,syn20380009,syn4939918,NA,NA,NA,NA,NA,NA,raw,chromatinActivity,Neurofibromatosis type 1,idat,NTAP,Yes,+/+,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,NA,NA,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20380689,NA,NA,Open Proposal Program,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562247131693,3337130,65402dcc-6036-4d35-89d7-df7407afdef4,1679362726660,3421893,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/MethylationArray/EPIC_05_ESerra_180924/202908430125_R04C01_Red.idat,file,1,41213804,202908430125_R04C01_Red.idat,13676236,293fdb46ce99978034d8b0aa34f76d8f,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/bb7551c3-aa46-44d8-b302-e64d52f5b283/202908430125_R04C01_Red.idat
