id,name,projectId,assay,dataSubtype,dataType,diagnosis,fileFormat,fundingAgency,individualID,nf1Genotype,nf2Genotype,species,resourceType,isCellLine,isMultiSpecimen,isMultiIndividual,studyId,studyName,etag,benefactorId,specimenID,sex,age,readPair,createdOn,modifiedOn,parentId,createdBy,accessType,accessTeam,cellType,modelOf,compoundName,experimentalCondition,modelSystemName,isXenograft,transplantationType,tumorType,type,Component,Id,comments,eTag,entityId,initiative,libraryPreparationMethod,libraryStrand,platform,specimenPreparationMethod
syn51199799,Image_782.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,5330e740-18ea-4ac6-98f8-22078b422596,syn22267330,NA,NA,NA,NA,1678888341542,1732652703114,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,1c4a1cd5-725b-4747-91e5-a3e57139c1b9,NA,NA,syn51199799,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199800,Image_783.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,858ccbb7-bfc9-424b-9e93-d855b63917d5,syn22267330,NA,NA,NA,NA,1678888343173,1732652703322,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,5f83332a-4beb-4a21-844f-057289a66f46,NA,NA,syn51199800,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199801,Image_784.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,df5a7ac2-2c4a-431a-ad1e-2a76397c0b0f,syn22267330,NA,NA,NA,NA,1678888344684,1732652707117,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,67cd2294-9713-4ae0-9948-760e01e35197,NA,NA,syn51199801,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199802,Image_773_erbb3sc81455.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,eced14f6-0bd7-4dd7-8806-4b3189c0552f,syn22267330,NA,NA,NA,NA,1678888346270,1732652706917,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,328a0690-c95e-4537-8a13-05aef4918bcd,NA,NA,syn51199802,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199803,Image_774.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,11fdb688-9d6e-479f-a28d-aa079184e61b,syn22267330,NA,NA,NA,NA,1678888347866,1732652707448,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,31ce837c-748b-4082-a3cc-caa88215783e,NA,NA,syn51199803,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199804,Image_775.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,ed932bf8-33cc-41f3-b187-7853e5181837,syn22267330,NA,NA,NA,NA,1678888349377,1732652707448,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,820be1e2-8d45-48c3-89e2-83db4e48aaed,NA,NA,syn51199804,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199805,Image_776.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,1ce216ab-0182-4ce7-a925-9abd8d12ef0c,syn22267330,NA,NA,NA,NA,1678888350891,1732652703001,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,6d211cfd-f1bc-4107-bcb4-f1995ae101a1,NA,NA,syn51199805,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199806,Image_777erbb3sc285.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,dd37d3c5-3127-476a-be55-3d990f22f51f,syn22267330,NA,NA,NA,NA,1678888352377,1732652704710,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,10437893-b608-4d8e-a5ac-6421ee219c6c,NA,NA,syn51199806,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199807,Image_778.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,832cbb9b-3d46-48ed-84cf-510401229e91,syn22267330,NA,NA,NA,NA,1678888353906,1732652705210,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,fb3e1ab9-2213-4eb9-812d-a6c49ab12cd7,NA,NA,syn51199807,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199808,Image_779.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,b455d028-6920-4f65-9168-8c10f5b2115d,syn22267330,NA,NA,NA,NA,1678888355407,1732652702899,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,de3ee398-9218-4eb7-beb5-f0ba81e3de90,NA,NA,syn51199808,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199809,Image_738_erbb3sc285.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,831cd33e-ef94-43f3-abd5-9c9524b39c37,syn22267330,NA,NA,NA,NA,1678888373162,1732652706729,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,1b3b7d0a-929a-42bb-822d-5788f8d6192a,NA,NA,syn51199809,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199810,Image_739__erbb3sc81455.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,c6da5d16-5e9d-4e67-a8cb-bae9b94377ff,syn22267330,NA,NA,NA,NA,1678888376839,1732652707081,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,fcb56cb8-67e0-4116-8bc2-4e74b2e7eb32,NA,NA,syn51199810,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199811,Image_740_Neg.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,74b017a4-6c27-47f7-a712-f7f07a37cda3,syn22267330,NA,NA,NA,NA,1678888380251,1732652704955,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,0699c0fe-5bc7-4314-8721-abfd7eb0dda3,NA,NA,syn51199811,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199812,Image_737_erbb3sc81455.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,ea840a64-2dd2-40f1-a4ff-d1cad2b4c399,syn22267330,NA,NA,NA,NA,1678888383675,1732652705387,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,bf82ab27-7c69-4b98-8cdc-904c4aa107c3,NA,NA,syn51199812,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199813,Image_756_erbb3sc285.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,9fb5621c-a233-49b9-af01-818a4ec5e636,syn22267330,NA,NA,NA,NA,1678888393867,1732652706231,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,729e609f-6313-4b4e-bbbc-d06190d21a23,NA,NA,syn51199813,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199814,Image_757.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,29485dea-635f-4f33-8b6c-65e8374724f6,syn22267330,NA,NA,NA,NA,1678888395671,1732652703262,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,5655e984-1b00-470e-bb32-a851345823c8,NA,NA,syn51199814,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199815,Image_758.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,c0a8eaa1-35cb-4518-bad4-5e2a8fd6e4f0,syn22267330,NA,NA,NA,NA,1678888397224,1732652704985,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,dd3bcee3-9b2e-4bb5-be17-81a29dcbab1f,NA,NA,syn51199815,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199816,Image_759.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,f56e0cab-656e-4808-9257-7b82f429ba2f,syn22267330,NA,NA,NA,NA,1678888398916,1732652706137,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,e5d3a05d-1279-4996-aaac-97ead41d3a22,NA,NA,syn51199816,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199817,Image_760_Neg.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,027c7110-f255-497c-8471-d084127bc668,syn22267330,NA,NA,NA,NA,1678888400619,1732652706488,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,e02302ba-9945-4dca-87fc-647b5292655c,NA,NA,syn51199817,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199818,Image_761.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,e1978222-e47d-4460-80cf-26352d04e9d7,syn22267330,NA,NA,NA,NA,1678888402431,1732652706811,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,b3120df9-ff51-4654-8f7d-3645f63f8c7a,NA,NA,syn51199818,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199819,Image_762.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,8c77989c-64ca-4e8c-be8e-6d2734782249,syn22267330,NA,NA,NA,NA,1678888404242,1732652703502,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,66a76267-a4b8-4d6d-8768-e587d2cf0456,NA,NA,syn51199819,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199820,Image_751_erbb3sc81455.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,68133ac0-a980-459a-bff7-a8cb943fd333,syn22267330,NA,NA,NA,NA,1678888405918,1732652704770,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,88de7a11-b2cc-441e-be27-580f12f48f07,NA,NA,syn51199820,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199821,Image_752.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,4f945d69-86c9-40c4-bd3e-2db0b41bb83b,syn22267330,NA,NA,NA,NA,1678888407635,1732652703302,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,86d5498f-31ff-48df-8859-59a9a99dabd0,NA,NA,syn51199821,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199822,Image_753.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,3d438a79-9f14-4b28-84b4-09142327bbe8,syn22267330,NA,NA,NA,NA,1678888409475,1732652705126,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,4bb8b9ba-18c5-4c7d-9952-6dd8170a49f0,NA,NA,syn51199822,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199823,Image_754.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,927bfa2f-4eca-4d85-bbea-d21567a2b041,syn22267330,NA,NA,NA,NA,1678888411226,1732652707243,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,00866846-209a-4bde-845a-9478a6dbc660,NA,NA,syn51199823,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn51199824,Image_755.tif,syn22267330,immunocytochemistry,representative,image,Not Applicable,tif,CTF,Not applicable/Cell line,NA,NA,Homo sapiens,result,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,10bceca7-f465-4805-860e-24dd350af196,syn22267330,NA,NA,NA,NA,1678888412882,1732652706925,syn51196515,3410863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,93750b8e-5951-45a2-9ab3-4f9d3555b046,NA,NA,syn51199824,Young Investigator Award,NA,NA,Zeiss LSM,NA
syn64158025,synapse_storage_manifest_imagingassaytemplate.csv,syn22267330,NA,NA,NA,NA,NA,CTF,NA,NA,NA,NA,NA,NA,NA,NA,syn22267330,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,e65c08f5-eb58-48e2-bab7-7dc4bd22da7b,syn22267330,NA,NA,NA,NA,1732652708435,1733076293428,syn51196515,3514384,NA,NA,NA,NA,NA,NA,NA,NA,NA,,file,ImagingAssayTemplate,NA,NA,78eae5f8-5ea6-4229-bfc0-cf2270fbe1ff,syn64158025,Young Investigator Award,NA,NA,NA,NA
