assay,cellType,dataSubtype,dataType,diagnosis,individualID,organ,platform,sex,species,specimenID,tissue,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,compoundDoseUnit,compoundName,drugScreenType,secondCompoundName,consortium,fileFormat,fundingAgency,resourceType,libraryPrep,readLength,readPairOrientation,readStrandOrigin,runType,nf1Genotype,nf2Genotype,study,id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,studyId,studyName,readPair,tumorType,path
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient3,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient3tumor1,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989716,SL106289_1.fastq.gz,1483561364951,3342573,d98273e2-c2f0-48ba-87dc-4d97608cf847,file,1,syn7989616,syn4984617,syn4984604,1679362850146,3421893,14315054,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106289_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient3,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient3tumor1,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989722,SL106289_2.fastq.gz,1483561437487,3342573,e714a16a-7983-4696-8c2f-5f616c87cd39,file,1,syn7989616,syn4984617,syn4984604,1679362850202,3421893,14315066,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106289_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient3,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient3tumor2,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989723,SL106290_1.fastq.gz,1483561507154,3342573,ca68dd4d-f7ff-4412-b8fc-6cf0ce4b6e40,file,1,syn7989616,syn4984617,syn4984604,1679362850256,3421893,14315067,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106290_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient3,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient3tumor2,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989724,SL106290_2.fastq.gz,1483561588518,3342573,f0bf70d8-f67e-4fea-b7cf-606c8f3d49c8,file,1,syn7989616,syn4984617,syn4984604,1679362850309,3421893,14315068,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106290_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient3,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient3tumor3,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989727,SL106291_1.fastq.gz,1483561669154,3342573,9fdf24e5-6370-4a36-b9a1-b5d95fdce1d1,file,1,syn7989616,syn4984617,syn4984604,1679362850365,3421893,14315072,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106291_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient3,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient3tumor3,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989730,SL106291_2.fastq.gz,1483561749147,3342573,dd54be00-4e7c-44a1-9af8-dcd773c1fcc7,file,1,syn7989616,syn4984617,syn4984604,1679362850422,3421893,14315076,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106291_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient3,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient3tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989735,SL106292_1.fastq.gz,1483561828441,3342573,621c3839-fa59-47fc-976f-ab1740adafa8,file,1,syn7989616,syn4984617,syn4984604,1679362850474,3421893,14315079,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106292_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient3,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient3tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989736,SL106292_2.fastq.gz,1483561909511,3342573,e5a2f4c6-829e-4d2d-bfbf-c5c14419c989,file,1,syn7989616,syn4984617,syn4984604,1679362850531,3421893,14315081,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106292_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient4tumor1,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989743,SL106293_1.fastq.gz,1483561993895,3342573,f94a0017-32a7-4120-91d2-1a6edeefafc5,file,1,syn7989616,syn4984617,syn4984604,1679362850592,3421893,14315086,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106293_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient4tumor1,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989744,SL106293_2.fastq.gz,1483562084495,3342573,5c61c9c2-4e70-4cf6-ab58-90a28356d0df,file,1,syn7989616,syn4984617,syn4984604,1679362850648,3421893,14315087,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106293_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient4tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989745,SL106294_1.fastq.gz,1483562170896,3342573,3225ad07-83b7-4df4-bc9d-3b5d76640bd2,file,1,syn7989616,syn4984617,syn4984604,1679362850707,3421893,14315088,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106294_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient4tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989748,SL106294_2.fastq.gz,1483562248078,3342573,c12e02eb-6a37-47b4-9d46-ca11f3674840,file,1,syn7989616,syn4984617,syn4984604,1679362850768,3421893,14315091,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106294_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient4tumor9,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989749,SL106295_1.fastq.gz,1483562355783,3342573,1f38cb5d-0bab-4a9a-a4d5-5a6e3f14350f,file,1,syn7989616,syn4984617,syn4984604,1679362850823,3421893,14315092,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106295_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient4tumor9,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989759,SL106295_2.fastq.gz,1483562460655,3342573,38772e22-0a1b-498d-824d-a5365f5cf79e,file,1,syn7989616,syn4984617,syn4984604,1679362850880,3421893,14315096,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106295_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient4tumor10,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989767,SL106296_1.fastq.gz,1483562571095,3342573,63fc8b4c-9706-4507-84df-1a8b0de40ec8,file,1,syn7989616,syn4984617,syn4984604,1679362850938,3421893,14315105,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106296_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient4tumor10,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989768,SL106296_2.fastq.gz,1483562653001,3342573,6a1bc7ec-6c2d-4c0f-bc3d-c6b643800976,file,1,syn7989616,syn4984617,syn4984604,1679362850996,3421893,14315106,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106296_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient5,skin,Illumina HiSeq 2500,Male,Homo sapiens,patient5tumor5,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989771,SL106297_1.fastq.gz,1483562712695,3342573,e39a0626-2f18-45ba-a251-34b8e5a23721,file,1,syn7989616,syn4984617,syn4984604,1679362851054,3421893,14315107,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106297_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient5,skin,Illumina HiSeq 2500,Male,Homo sapiens,patient5tumor5,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989776,SL106297_2.fastq.gz,1483562776038,3342573,70228542-1c2d-467e-bb49-85d3bd434262,file,1,syn7989616,syn4984617,syn4984604,1679362851113,3421893,14315112,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106297_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient5,skin,Illumina HiSeq 2500,Male,Homo sapiens,patient5tumor8,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989777,SL106298_1.fastq.gz,1483562841202,3342573,7b65a3c6-ae71-46e9-b228-8b97d1448368,file,1,syn7989616,syn4984617,syn4984604,1679362851171,3421893,14315113,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106298_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient5,skin,Illumina HiSeq 2500,Male,Homo sapiens,patient5tumor8,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989782,SL106298_2.fastq.gz,1483562902167,3342573,4f4eff71-f075-454e-ae0c-9e4fc624b1d1,file,1,syn7989616,syn4984617,syn4984604,1679362851224,3421893,14315115,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106298_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient6tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989792,SL106299_1.fastq.gz,1483562970324,3342573,2e777542-ac6d-4f24-a0ec-663d924cc42f,file,1,syn7989616,syn4984617,syn4984604,1679362851283,3421893,14315121,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106299_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient6tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989795,SL106299_2.fastq.gz,1483563038539,3342573,3cbbdab3-0c7a-4859-acac-303059dc0607,file,1,syn7989616,syn4984617,syn4984604,1679362851339,3421893,14315126,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106299_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient6tumor5,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989801,SL106300_1.fastq.gz,1483563122245,3342573,e33e5459-3d2a-44de-8c83-cb8c92a6e5e5,file,1,syn7989616,syn4984617,syn4984604,1679362851397,3421893,14315127,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106300_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient6tumor5,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989802,SL106300_2.fastq.gz,1483563194259,3342573,ebc22ef9-59c8-415d-ac17-f34ba775fdc1,file,1,syn7989616,syn4984617,syn4984604,1679362851495,3421893,14315130,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106300_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient6tumor6,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989803,SL106301_1.fastq.gz,1483563271062,3342573,ab66dcdd-d61a-48ca-aee9-28519e74ef74,file,1,syn7989616,syn4984617,syn4984604,1679362851557,3421893,14315131,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106301_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient6tumor6,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989806,SL106301_2.fastq.gz,1483563348547,3342573,54a12859-a0bb-440d-9558-e4742dc3d3ec,file,1,syn7989616,syn4984617,syn4984604,1679362851616,3421893,14315134,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106301_2.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient6tumor7,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989807,SL106302_1.fastq.gz,1483563412196,3342573,bf2c124c-1892-4072-bf95-16e7f895fc96,file,1,syn7989616,syn4984617,syn4984604,1679362851672,3421893,14315135,syn4984604,Cutaneous Neurofibroma Data Resource,1,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106302_1.fastq.gz
RNA-seq,NA,processed,geneExpression,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq 2500,Female,Homo sapiens,patient6tumor7,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fastq,CTF,experimentalData,polyAselection,50bp,inward,NA,pairedEnd,-/-,unknown,NA,syn7989808,SL106302_2.fastq.gz,1483563474437,3342573,2568ae62-13fe-47ab-a4b2-fc2fc347d893,file,1,syn7989616,syn4984617,syn4984604,1679362851726,3421893,14315136,syn4984604,Cutaneous Neurofibroma Data Resource,2,,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106302_2.fastq.gz
