assay,cellType,dataSubtype,dataType,diagnosis,individualID,organ,platform,sex,species,specimenID,tissue,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,compoundDoseUnit,compoundName,drugScreenType,secondCompoundName,consortium,fileFormat,fundingAgency,resourceType,libraryPrep,readLength,readPairOrientation,readStrandOrigin,runType,nf1Genotype,nf2Genotype,study,id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,studyId,studyName,readPair,tumorType,path
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient13,skin,Illumina HiSeq X,Female,Homo sapiens,patient13tumor2,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8592550,SL102357.bam,1491384269717,3324230,938c6346-1a3a-4881-83c3-7e91668e158c,file,1,syn8568963,syn4984617,syn4984604,1679364599033,3421893,15062117,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102357.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient13,skin,Illumina HiSeq X,Female,Homo sapiens,patient13tumor3,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8592877,SL102358.bam,1491392189487,3324230,e83d87e7-128f-4b0d-a14b-c619fecdfa65,file,1,syn8568963,syn4984617,syn4984604,1679364599088,3421893,15064526,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102358.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient1,skin,Illumina HiSeq X,Female,Homo sapiens,patient1tumor9,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593007,SL107647.bam,1491395238256,3324230,bf676635-6b4a-4a1a-babe-efd5ffa7fd1a,file,1,syn8568963,syn4984617,syn4984604,1679364599148,3421893,15064616,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107647.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient1,skin,Illumina HiSeq X,Female,Homo sapiens,patient1tumor6,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593039,SL107646.bam,1491396015652,3324230,937fa4ab-7fca-4f45-97b1-d7a7a420e0d7,file,1,syn8568963,syn4984617,syn4984604,1679364599199,3421893,15064663,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107646.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient2,skin,Illumina HiSeq X,Female,Homo sapiens,patient2tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593212,SL107648.bam,1491399744589,3324230,357d0c31-6788-420b-996b-0957dd033bd8,file,1,syn8568963,syn4984617,syn4984604,1679364599258,3421893,15064740,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107648.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient2,skin,Illumina HiSeq X,Female,Homo sapiens,patient2tumor6,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593239,SL107649.bam,1491400518547,3324230,20d42b30-9e94-4bff-b932-7829a750a71b,file,1,syn8568963,syn4984617,syn4984604,1679364599307,3421893,15064755,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107649.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,skin,Illumina HiSeq X,Male,Homo sapiens,patient5tumor11,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593260,SL107650.bam,1491401173937,3324230,c8734f90-a9f5-419c-993a-9a7087a24d0a,file,1,syn8568963,syn4984617,syn4984604,1679364599357,3421893,15064762,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107650.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,skin,Illumina HiSeq X,Male,Homo sapiens,patient5tumor12,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593502,SL107651.bam,1491404754130,3324230,64f3276c-511c-4a64-9b72-dc4d74a2137a,file,1,syn8568963,syn4984617,syn4984604,1679364599411,3421893,15065056,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107651.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,skin,Illumina HiSeq X,Male,Homo sapiens,patient5tumor13,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593572,SL107652.bam,1491405598789,3324230,fb6a01c4-3c28-4c0d-9faf-3b28d68aa915,file,1,syn8568963,syn4984617,syn4984604,1679364599469,3421893,15065104,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107652.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq X,Female,Homo sapiens,patient6tumor5,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593607,SL107653.bam,1491405954144,3324230,f2196b8e-093d-4246-a37f-63b631acb8a6,file,1,syn8568963,syn4984617,syn4984604,1679364599530,3421893,15065123,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107653.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient8,skin,Illumina HiSeq X,Female,Homo sapiens,patient8tumor7,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593813,SL107654.bam,1491409218874,3324230,f1998246-7ed9-4f48-879f-77e349ac34a6,file,1,syn8568963,syn4984617,syn4984604,1679364599581,3421893,15065355,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107654.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient9,skin,Illumina HiSeq X,Male,Homo sapiens,patient9tumor1,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8593899,SL107656.bam,1491410699650,3324230,a9ae4679-2cbd-44d0-8ffe-22c19bd04989,file,1,syn8568963,syn4984617,syn4984604,1679364599633,3421893,15065408,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107656.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient8,skin,Illumina HiSeq X,Female,Homo sapiens,patient8tumor5,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8594240,SL107655.bam,1491413038814,3324230,b1f069ac-e8ad-4c0f-8944-a8f12225c74d,file,1,syn8568963,syn4984617,syn4984604,1679364599692,3421893,15065525,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107655.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient9,skin,Illumina HiSeq X,Male,Homo sapiens,patient9tumor7,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8595131,SL107657.bam,1491414124287,3324230,c5ec985a-7dff-424d-83fb-023a86296181,file,1,syn8568963,syn4984617,syn4984604,1679364599749,3421893,15066355,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107657.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient11,skin,Illumina HiSeq X,Female,Homo sapiens,patient11tumor8,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8596859,SL107658.bam,1491418720514,3324230,dede5387-5411-4319-a29d-9e03c4434f37,file,1,syn8568963,syn4984617,syn4984604,1679364599814,3421893,15067833,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107658.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient13,skin,Illumina HiSeq X,Female,Homo sapiens,patient13tumor7,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8597012,SL107660.bam,1491420460364,3324230,fa9d8633-39f8-4706-a51b-aa25489edb39,file,1,syn8568963,syn4984617,syn4984604,1679364599901,3421893,15067952,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107660.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient1,blood,Illumina HiSeq X,Female,Homo sapiens,patient1pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn8597103,SL107661.bam,1491420983218,3324230,65748c65-5421-4986-845b-a9abf613bb88,file,1,syn8568963,syn4984617,syn4984604,1679364599955,3421893,15068020,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107661.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient2,blood,Illumina HiSeq X,Female,Homo sapiens,patient2pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn8600483,SL107662.bam,1491423854527,3324230,605b4b9f-1a09-4b76-97b7-691b9da987fb,file,1,syn8568963,syn4984617,syn4984604,1679364600014,3421893,15071064,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107662.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,blood,Illumina HiSeq X,Male,Homo sapiens,patient5pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn8601690,SL107665.bam,1491426546205,3324230,91cd9cfb-d8f2-459b-a012-cfa1c0c61d8f,file,1,syn8568963,syn4984617,syn4984604,1679364600150,3421893,15072196,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107665.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient4,blood,Illumina HiSeq X,Female,Homo sapiens,patient4pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn8601691,SL107664.bam,1491426571062,3324230,db641dae-c2d8-4174-9ce1-047c17f2616a,file,1,syn8568963,syn4984617,syn4984604,1679364600218,3421893,15072197,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107664.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient9,blood,Illumina HiSeq X,Male,Homo sapiens,patient9pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn8601961,SL107668.bam,1491429488744,3324230,9da3b536-7061-41d8-995a-d8f9de0bce91,file,1,syn8568963,syn4984617,syn4984604,1679364600278,3421893,15072412,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107668.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient11,blood,Illumina HiSeq X,Female,Homo sapiens,patient11pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn8602140,SL107670.bam,1491431484112,3324230,a6a53290-c62c-4abf-b754-89497f1c9afe,file,1,syn8568963,syn4984617,syn4984604,1679364600334,3421893,15072586,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107670.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient10,blood,Illumina HiSeq X,Male,Homo sapiens,patient10pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn8602154,SL107669.bam,1491431795961,3324230,cf17f818-c14c-4cf0-b9bd-7511f6f7f8d8,file,1,syn8568963,syn4984617,syn4984604,1679364600391,3421893,15072595,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107669.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq X,Female,Homo sapiens,patient4tumor1,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8602416,SL115258.bam,1491435094666,3324230,3c4951f4-9d74-4870-9094-57d978fb4739,file,1,syn8568963,syn4984617,syn4984604,1679364600453,3421893,15072949,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL115258.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq X,Female,Homo sapiens,patient4tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8602520,SL115259.bam,1491436626492,3324230,dd118361-ed7d-4c2e-82f7-6bd9e25c486f,file,1,syn8568963,syn4984617,syn4984604,1679364600507,3421893,15072988,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL115259.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq X,Female,Homo sapiens,patient4tumor9,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8602546,SL115260.bam,1491437190847,3324230,418ea9ad-f4ce-4375-a4d3-c43751c6aa8b,file,1,syn8568963,syn4984617,syn4984604,1679364600564,3421893,15073000,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL115260.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient4,skin,Illumina HiSeq X,Female,Homo sapiens,patient4tumor10,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8602776,SL115261.bam,1491440690983,3324230,84c91228-32d8-4cb8-aa62-03b64797ac29,file,1,syn8568963,syn4984617,syn4984604,1679364600628,3421893,15073243,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL115261.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq X,Female,Homo sapiens,patient6tumor6,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8602873,SL115262.bam,1491442574790,3324230,32828a85-9a5e-4d34-8591-df80d9f0c18c,file,1,syn8568963,syn4984617,syn4984604,1679364600684,3421893,15073300,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL115262.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq X,Female,Homo sapiens,patient6tumor7,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8602947,SL115263.bam,1491443643162,3324230,9308ecab-bd25-4d67-8847-f614ee779af5,file,1,syn8568963,syn4984617,syn4984604,1679364600744,3421893,15073368,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL115263.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient6,blood,Illumina HiSeq X,Female,Homo sapiens,patient6pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn18468123,SL107666.bam,1553553890027,1418096,df3873ec-cb81-4fd7-aee0-e4af514d8743,file,1,syn8568963,syn4984617,syn4984604,1679364619061,3421893,37819682,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL107666.bam
