id,name,currentVersion,dataFileHandleId,dataFileName,dataFileSizeBytes,dataFileMD5Hex,BiospecimenKey,DataUseCodes,DatasetViewKey,EntityId,FileAlias,FileAssay,FileDescription,FileDesign,FileFormat,FileLevel,FileSpecies,FileTissue,FileTumorType,FileUrl,FileViewId,StudyKey,FileDataUseCodes,FileLongitudinalEventType,FileLongitudinalGroup,FileLongitudinalSequenceIdentifier,FileLongitudinalSequentialTimeElapsed,FileLongitudinalTimeElapsedUnit,FileLongitudinalTotalTimeElapsed
syn60247844,collection_0000064681_2021-01-11_19_06_50.csv,1,142028091,collection_0000064681_2021-01-11_19_06_50.csv,11906,0291e2d71a71afc773f643b876480599,CA263001-B292,NA,syn63100173,syn60247844,syn60247844,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247844,syn60247844,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247845,collection_0000064649_2021-01-11_12_02_07.csv,1,142028094,collection_0000064649_2021-01-11_12_02_07.csv,20441,db84a9638fef4f2a64c4e78d6d1174d5,CA263001-B267,NA,syn63100173,syn60247845,syn60247845,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247845,syn60247845,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247846,collection_0000064689_2021-01-11_20_38_02.csv,1,142028093,collection_0000064689_2021-01-11_20_38_02.csv,9788,1eac2765b3150b3656904d788366b708,CA263001-B368,NA,syn63100173,syn60247846,syn60247846,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247846,syn60247846,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247847,collection_0000064678_2021-01-11_18_29_33.csv,1,142028095,collection_0000064678_2021-01-11_18_29_33.csv,25016,38bc19740576da2c7483c082edc0cd1a,CA263001-B320,NA,syn63100173,syn60247847,syn60247847,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247847,syn60247847,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247848,collection_0000064664_2021-01-09_01_47_03.csv,1,142028097,collection_0000064664_2021-01-09_01_47_03.csv,49556,0d96dfb20c31cde917b77f82591f7df0,CA263001-B363,NA,syn63100173,syn60247848,syn60247848,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247848,syn60247848,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247849,collection_0000064675_2021-01-11_17_56_52.csv,1,142028099,collection_0000064675_2021-01-11_17_56_52.csv,32726,1309a9a24cbb909a927f9c53a3ac081e,CA263001-B240,NA,syn63100173,syn60247849,syn60247849,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247849,syn60247849,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247850,collection_0000064682_2021-01-11_19_18_25.csv,1,142028098,collection_0000064682_2021-01-11_19_18_25.csv,12047,099fa752aaae6ef9f0abdb27738c77e4,CA263001-B328,NA,syn63100173,syn60247850,syn60247850,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247850,syn60247850,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247851,collection_0000064672_2021-01-12_10_57_57.csv,1,142028096,collection_0000064672_2021-01-12_10_57_57.csv,10031,9e6758bc05413a4e6e3ccde1822af7f9,CA263001-B256,NA,syn63100173,syn60247851,syn60247851,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247851,syn60247851,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247852,collection_0000064683_2021-01-11_19_28_53.csv,1,142028103,collection_0000064683_2021-01-11_19_28_53.csv,21992,a999628a144daed1b6a226f6a54671cb,CA263001-B344,NA,syn63100173,syn60247852,syn60247852,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247852,syn60247852,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247854,collection_0000064671_2021-01-12_10_58_03.csv,1,142028106,collection_0000064671_2021-01-12_10_58_03.csv,46175,260de0dc5b195ac9fa3cf9f062ce3420,CA263001-B252,NA,syn63100173,syn60247854,syn60247854,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247854,syn60247854,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247855,collection_0000064654_2021-01-09_00_51_34.csv,1,142028105,collection_0000064654_2021-01-09_00_51_34.csv,66929,d08e67e10c7008008f357144be3a74fc,CA263001-B319,NA,syn63100173,syn60247855,syn60247855,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247855,syn60247855,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247856,collection_0000064686_2021-01-11_20_06_03.csv,1,142028109,collection_0000064686_2021-01-11_20_06_03.csv,12695,88eb724afd2410a1464867aa5ca4f345,CA263001-B356,NA,syn63100173,syn60247856,syn60247856,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247856,syn60247856,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247857,collection_0000064673_2021-01-11_17_43_57.csv,1,142028100,collection_0000064673_2021-01-11_17_43_57.csv,17936,f7e872c4766dc75fce1ed62ca1c3fa5e,CA263001-B268,NA,syn63100173,syn60247857,syn60247857,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247857,syn60247857,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60247867,liver_20210111_reexport.csv,1,142028144,liver_20210111_reexport.csv,1675887,78d8133cfb8063650ee934d4030411ff,Not Applicable,NA,syn63100173,syn60247867,syn60247867,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for mouse liver images from cohort 20210111_AK, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60247867,syn60247867,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248170,collection_0000064646_2021-01-08 22_25_26.scn,1,142028474,collection_0000064646_2021-01-08 22_25_26.scn,2160812648,287339fcbc79ee41416a020b572c4ddc,CA263001-B235,NA,syn63100173,syn60248170,syn60248170,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248170,syn60248170,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248379,collection_0000064648_2021-01-08 22_50_58.scn,1,142028715,collection_0000064648_2021-01-08 22_50_58.scn,1937244510,a5831d10be228361246bb9d44d109653,CA263001-B255,NA,syn63100173,syn60248379,syn60248379,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248379,syn60248379,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248513,collection_0000064666_2021-01-09 02_08_11.scn,1,142028863,collection_0000064666_2021-01-09 02_08_11.scn,1343518870,878260fd8944830175068df659201c21,CA263001-B371,NA,syn63100173,syn60248513,syn60248513,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248513,syn60248513,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248698,GFP_4_liver_2021-02-12_22_43_02.csv,1,142029061,GFP_4_liver_2021-02-12_22_43_02.csv,26161,df8ed1cf6dca72c03d3bd0ce74293c1e,CA263001-B681,NA,syn63100173,syn60248698,syn60248698,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248698,syn60248698,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248699,GFP_1_liver_2021-02-12_22_07_13.csv,1,142029060,GFP_1_liver_2021-02-12_22_07_13.csv,21397,fb84e4eff1d9ea5aca790c95c15fa05a,CA263001-B676,NA,syn63100173,syn60248699,syn60248699,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248699,syn60248699,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
