id,name,assay,parentId,benefactorId,projectId,individualID,specimenID,nf1Genotype,age_months,cellType,consortium,dataSubtype,dataType,diagnosis,fileFormat,fundingAgency,isCellLine,nf2Genotype,organ,sex,species,study,tissue,disease,drugScreenType,fileType,isPrimaryCell,sampleIdentifier,timePointUnit,tissueType,analysisType,resourceType,differentialExpressionMethod,studyId,tumorType,Component,Uuid,accessTeam,accessType,averageBaseQuality,averageInsertSize,averageReadLength,eTag,entityId,expressionUnit,genomicReference,initiative,isStranded,libraryPreparationMethod,libraryStrand,pairsOnDifferentChr,platform,progressReportNumber,readsDuplicatedPercent,readsMappedPercent,reportMilestone,specimenPreparationMethod,studyName,totalReads,workflow,workflowLink,description,createdOn,createdBy,etag,modifiedOn,modifiedBy,path,type,currentVersion,dataFileHandleId,dataFileName,dataFileSizeBytes,dataFileMD5Hex,dataFileConcreteType,dataFileBucket,dataFileKey
syn20397922,3PNF_SC_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_3,3PNF_SC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Female,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,f3488d1b-539c-4c5f-8737-3c82f58f5d67,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20397922,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562345735510,3337130,f27dc90e-58bb-431f-9629-966e15aeeb8e,1695915261340,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/3PNF_SC_1.fastq.gz,file,1,41257803,3PNF_SC_1.fastq.gz,2494895273,4229389d3180db64eb2d5b33794ea5eb,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/0e680aec-e829-4eaf-aeab-e6221bb0df44/3PNF_SC_1.fastq.gz
syn20398159,EX16_FiPS_14_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_FIPS,EX16_FiPS_14,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,b7391400-4fc1-4c21-978e-1a8eb74cb3c1,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20398159,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562347038019,3337130,94816548-714d-43e2-b49b-680ad5408022,1695915262825,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EX16_FiPS_14_2.fastq.gz,file,1,41258126,EX16_FiPS_14_2.fastq.gz,2013004112,410db1718b4c8491c57facdea487cc54,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/1696b8ed-b514-43db-b1c1-f3d32e9313c9/EX16_FiPS_14_2.fastq.gz
syn20398465,EX15_FiPS_NC_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_FIPS,EX15_FiPS_NC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,ffe2d39c-45da-413d-b41b-7b92c020c430,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20398465,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562349268553,3337130,6ac1987e-df1a-4674-8e89-3650258e8ee3,1695915262652,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EX15_FiPS_NC_2.fastq.gz,file,1,41258626,EX15_FiPS_NC_2.fastq.gz,3321344307,e3c03f94c6866745d3a3dc6b933868d7,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/fb19b388-39a3-4144-835c-20d0bad3fd83/EX15_FiPS_NC_2.fastq.gz
syn20398844,EX15_FiPS_14_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_FIPS,EX15_FiPS_14,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,4c9abe5c-bf18-4288-95fd-b91cdf38d45f,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20398844,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562351162823,3337130,dc400008-1bd7-4785-be7a-8ca847bcf01a,1695915262149,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EX15_FiPS_14_2.fastq.gz,file,1,41259173,EX15_FiPS_14_2.fastq.gz,2911840828,652e1118a85ab80324de2908d8c62bf9,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/9606e9a9-f557-4241-8d65-a6fd978b273f/EX15_FiPS_14_2.fastq.gz
syn20399066,EXP13_5PNFiPS_NC_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_5,EXP13_5PNFiPS_NC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Male,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,2b488ad7-b73d-48b9-a02e-f68cf91fc7da,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20399066,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562352540120,3337130,fa2d4b16-d56e-43f8-bdf1-9166498d50f1,1695915265223,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EXP13_5PNFiPS_NC_2.fastq.gz,file,1,41259712,EXP13_5PNFiPS_NC_2.fastq.gz,2030890453,7e1972d58e0497b3fb67ddec66cc8f22,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/1f255a29-5c4d-4cb5-9266-3de4ae43549f/EXP13_5PNFiPS_NC_2.fastq.gz
syn20399367,5PNF_SC_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_5,5PNF_SC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Male,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,ed898ee8-bfe8-4300-9f47-1bd487033f15,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20399367,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562353984827,3337130,2e985d79-7570-417c-91f9-96239e9913b9,1695915261798,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/5PNF_SC_2.fastq.gz,file,1,41260139,5PNF_SC_2.fastq.gz,2222672148,e251133b34ca26253a99fb417e7e8aa9,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/a4d98e99-b7af-41ff-91af-d6514f997a8f/5PNF_SC_2.fastq.gz
syn20399599,5PNF_TDiPSsv_MM_PSC_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_5,5PNF_TDiPSsv_MM_PSC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Male,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,9d9d221d-a6cf-4d3e-9f52-19d6425dd339,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20399599,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562355761396,3337130,6eb116f1-f2c0-4223-a2bb-243be47d85cf,1695915261969,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/5PNF_TDiPSsv_MM_PSC_2.fastq.gz,file,1,41260479,5PNF_TDiPSsv_MM_PSC_2.fastq.gz,2625799146,d9037dd651299078e1a197cbb71108c4,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/075dbffe-f707-4cbe-9786-eb722435c696/5PNF_TDiPSsv_MM_PSC_2.fastq.gz
syn20399804,EXP13_EXP14_3PNFiPS_5PNFiPS_14_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_3_and_IGTP_5,EXP13_EXP14_3PNFiPS_5PNFiPS_14,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,94486d5f-707b-4f29-95e0-bb44e03e74d9,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20399804,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562357115447,3337130,50ae3340-0f1d-4228-8a75-8e5b6f9c1cf5,1695915265321,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EXP13_EXP14_3PNFiPS_5PNFiPS_14_1.fastq.gz,file,1,41260814,EXP13_EXP14_3PNFiPS_5PNFiPS_14_1.fastq.gz,2039572271,e497a1df7bbd0cfeaeb1f8e0b7973f27,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/d0fc9f69-3180-4ade-93ee-2569f84ae437/EXP13_EXP14_3PNFiPS_5PNFiPS_14_1.fastq.gz
syn20400037,EX16_FiPS_7_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_FIPS,EX16_FiPS_7,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,ea5a23bf-d443-47b7-8453-e73ebccc25ad,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20400037,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562358796057,3337130,3d4b506d-bb19-43d1-aa74-09f4fbf68c01,1695915263079,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EX16_FiPS_7_1.fastq.gz,file,1,41261252,EX16_FiPS_7_1.fastq.gz,2308415377,6be0d8892372e3a1cfb572c65c8bdeab,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/32dae210-c9dc-4767-b80b-53b94c3ae2d6/EX16_FiPS_7_1.fastq.gz
syn20400229,EXP11_3PNFiPs_MM_NC_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_3,EXP11_3PNFiPs_MM_NC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Female,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,69bc0c72-112e-4eca-8e8c-e727acdeff6d,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20400229,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562359987814,3337130,ed458851-b27e-4df5-a0c1-958456969057,1695915265054,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EXP11_3PNFiPs_MM_NC_2.fastq.gz,file,1,41261605,EXP11_3PNFiPs_MM_NC_2.fastq.gz,1665180726,282b9e5ecb9bbb82d3b763e0e9387d84,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/e029cc51-467f-4928-a3bb-e9cbb689bd98/EXP11_3PNFiPs_MM_NC_2.fastq.gz
syn20400500,EX15_FiPS_7_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_FIPS,EX15_FiPS_7,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,a20c3277-9a47-4484-b144-7becd63f9ec0,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20400500,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562361768286,3337130,ece0c535-7f76-4690-a0b5-7b4a962ece9f,1695915262390,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EX15_FiPS_7_1.fastq.gz,file,1,41261957,EX15_FiPS_7_1.fastq.gz,2685714308,8206f5f166f959b2ab6b55e06bc9638b,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/f54d3faa-3980-4a50-9e39-83e6cc96c996/EX15_FiPS_7_1.fastq.gz
syn20400812,EXP13_EXP14_3PNFiPS_5PNFiPS_NC_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_3_and_IGTP_5,EXP13_EXP14_3PNFiPS_5PNFiPS_NC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,97081646-1b4a-4575-89d2-1ee4936a6185,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20400812,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562363526676,3337130,b43634e0-2601-47eb-9baa-816e247cf8de,1695915265729,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EXP13_EXP14_3PNFiPS_5PNFiPS_NC_2.fastq.gz,file,1,41262354,EXP13_EXP14_3PNFiPS_5PNFiPS_NC_2.fastq.gz,2591002725,7e060fa568562ab9af51930d91ccc494,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/505fc992-4166-4cd4-bdb6-949bcc00112f/EXP13_EXP14_3PNFiPS_5PNFiPS_NC_2.fastq.gz
syn20401360,EX15_FiPS_30_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_FIPS,EX15_FiPS_30,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,c6d3bf56-c810-4f6c-b1a2-fa8a56fbc6cd,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20401360,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562365489782,3337130,66bffa55-65ec-449a-b286-1e85147fdc01,1695915262310,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EX15_FiPS_30_2.fastq.gz,file,1,41262965,EX15_FiPS_30_2.fastq.gz,3091603130,a024329f3025dd7bac5f0b78cce2f7ba,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/d68b0739-183f-4e19-91ff-d6b19b77c315/EX15_FiPS_30_2.fastq.gz
syn20401818,5PNF_SC_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_5,5PNF_SC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Male,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,bb8bec97-7d44-417f-b87a-1559d4d6ec3b,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20401818,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562366943968,3337130,11f7bccd-13b3-4c44-a061-8c2f5dfb3c56,1695915261700,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/5PNF_SC_1.fastq.gz,file,1,41263632,5PNF_SC_1.fastq.gz,2186437731,386753414742568e14e54bcb6c271859,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/9bdced9e-4b03-4316-966d-433c91c3c7aa/5PNF_SC_1.fastq.gz
syn20402169,3PNF_SC_2.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_3,3PNF_SC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Female,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,0b8eb0a4-8615-48a2-8099-ba24772e7c14,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20402169,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562368722568,3337130,60e045da-1f99-45f5-b97f-b3afb4eb54d6,1695915261421,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/3PNF_SC_2.fastq.gz,file,1,41264095,3PNF_SC_2.fastq.gz,2692744338,4cc209d25055fbde749bfd3ef4d36a4f,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/8ce06e70-47a7-4337-a484-a75ab41cbb24/3PNF_SC_2.fastq.gz
syn20402597,EX15_FiPS_NC_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_FIPS,EX15_FiPS_NC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,094ed656-0912-4378-8879-dd9d733fd093,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20402597,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562370687079,3337130,3181e886-9071-4523-a743-b0fcc5007774,1695915262571,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EX15_FiPS_NC_1.fastq.gz,file,1,41264679,EX15_FiPS_NC_1.fastq.gz,2999876439,6c748c92363312975eb8b34e5fa34eb6,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/8ae861e4-5141-41ce-a7da-4ab6683dd573/EX15_FiPS_NC_1.fastq.gz
syn20402816,EXP10_5PNFiPS_7_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_5,EXP10_5PNFiPS_7,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Male,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,32ca8a2e-e564-4aa3-8ca2-869b3c84947c,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20402816,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562372212588,3337130,e389858d-71ab-422a-b9e4-c5a78fc1e159,1695915264283,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EXP10_5PNFiPS_7_1.fastq.gz,file,1,41264975,EXP10_5PNFiPS_7_1.fastq.gz,2322935445,ce5fa0328f7dd30c3d4d5c27f2a599d3,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/c36ea1b6-db94-4e98-86f7-7a4b855338d1/EXP10_5PNFiPS_7_1.fastq.gz
syn20403122,EXP13_EXP14_3PNFiPS_5PNFiPS_NC_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_3_and_IGTP_5,EXP13_EXP14_3PNFiPS_5PNFiPS_NC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,cb829d1d-aa92-4abb-9ac8-94c2a618621a,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20403122,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562373852981,3337130,2daecc8c-a0c8-43ce-9460-5c955b0af147,1695915265654,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EXP13_EXP14_3PNFiPS_5PNFiPS_NC_1.fastq.gz,file,1,41265387,EXP13_EXP14_3PNFiPS_5PNFiPS_NC_1.fastq.gz,2424196622,8e58befb53d757fcadab92c1053d4f5a,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/055d7d1c-091d-45a6-84f5-45d6467063f6/EXP13_EXP14_3PNFiPS_5PNFiPS_NC_1.fastq.gz
syn20403509,EXP10_5PNFiPS_30_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_5,EXP10_5PNFiPS_30,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Male,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,d9974083-b9a8-4e07-8d4d-1b154088f5ee,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20403509,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562375712231,3337130,c64da74b-c8b3-4359-8caf-0fe3a3d35c3f,1695915264114,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EXP10_5PNFiPS_30_1.fastq.gz,file,1,41265899,EXP10_5PNFiPS_30_1.fastq.gz,2802636720,a12b2e82ccdf431343d17431572f6a94,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/077924bd-5b67-412e-98ab-db0e464cc949/EXP10_5PNFiPS_30_1.fastq.gz
syn20403682,EXP11_3PNFiPs_MM_NC_1.fastq.gz,RNA-seq,syn20394571,syn20380009,syn4939918,IGTP_3,EXP11_3PNFiPs_MM_NC,NA,NA,NA,NA,raw,geneExpression,NA,fastq,NTAP,NA,NA,NA,Female,Homo sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimentalData,NA,syn4939918,,RNASeqTemplate,76493608-a955-445c-853d-3b295be51c72,3396402,REQUEST ACCESS,NA,NA,NA,NA,syn20403682,NA,NA,Open Proposal Program,Yes,TruSeq standard total RNA library kit,FirstStranded,NA,Illumina HiSeq 3000,NA,NA,NA,1,Fresh collected,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,NA,NA,NA,NA,1562376678126,3337130,fc7354d7-5d9f-445e-8ba9-b40e22b4682c,1695915264960,3434950,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EXP11_3PNFiPs_MM_NC_1.fastq.gz,file,1,41266130,EXP11_3PNFiPs_MM_NC_1.fastq.gz,1542858986,ca4851768c089c79357f799e0d5cba18,org.sagebionetworks.repo.model.file.S3FileHandle,proddata.sagebase.org,3337130/ebf715cb-ef32-4c34-9d68-50e7e97d9b56/EXP11_3PNFiPs_MM_NC_1.fastq.gz
