assay,cellType,dataSubtype,dataType,diagnosis,individualID,organ,platform,sex,species,specimenID,tissue,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,compoundDoseUnit,compoundName,drugScreenType,secondCompoundName,consortium,fileFormat,fundingAgency,resourceType,libraryPrep,readLength,readPairOrientation,readStrandOrigin,runType,nf1Genotype,nf2Genotype,study,id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,studyId,studyName,readPair,tumorType,path
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,skin,Illumina Omni2pt5M,Male,Homo sapiens,patient5tumor11,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn5006096,3096-PBK-0095_Final.csv,1445470340204,1418096,7e461076-c476-401c-9174-d4fa56eb752b,file,6,syn5004874,syn4984617,syn4984604,1679363237287,3421893,6235861,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0095_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient11,skin,Illumina Omni2pt5M,Female,Homo sapiens,patient11tumor2,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn5006097,3096-PBK-0082_Final.csv,1445470340245,1418096,1c496458-336d-45b2-a7c8-8028156f6caf,file,6,syn5004874,syn4984617,syn4984604,1679363237352,3421893,6235860,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0082_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient3,blood,Illumina Omni2pt5M,Female,Homo sapiens,patient3pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn5006098,3096-PBK-0105_Final.csv,1445470376183,1418096,529db41c-3064-4ef0-84a1-1553a8763f02,file,6,syn5004874,syn4984617,syn4984604,1679363237417,3421893,6235864,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0105_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,skin,Illumina Omni2pt5M,Male,Homo sapiens,patient5tumor12,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn5006102,3096-PBK-0096_Final.csv,1445470398075,1418096,e9dafe8e-de35-4c53-9947-db9ee4753eb8,file,6,syn5004874,syn4984617,syn4984604,1679363237488,3421893,6235869,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0096_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient4,blood,Illumina Omni2pt5M,Female,Homo sapiens,patient4pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn5006104,3096-PBK-0106_Final.csv,1445470432050,1418096,6c0b811f-84d0-40ef-9506-e851ab6a9144,file,6,syn5004874,syn4984617,syn4984604,1679363237546,3421893,6235872,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0106_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,skin,Illumina Omni2pt5M,Male,Homo sapiens,patient5tumor13,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn5006107,3096-PBK-0097_Final.csv,1445470475164,1418096,50929381-92e2-48e9-8a30-66c76f0cffd1,file,6,syn5004874,syn4984617,syn4984604,1679363237606,3421893,6235876,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0097_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,blood,Illumina Omni2pt5M,Male,Homo sapiens,patient5pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn5006110,3096-PBK-0107_Final.csv,1445470492431,1418096,ea475473-96c7-4143-b215-8b0a60148f8f,file,6,syn5004874,syn4984617,syn4984604,1679363237669,3421893,6235880,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0107_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient8,skin,Illumina Omni2pt5M,Female,Homo sapiens,patient8tumor7,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn5006113,3096-PBK-0098_Final.csv,1445470539582,1418096,4b841677-fc8b-4381-a7ae-14ec85885dbd,file,6,syn5004874,syn4984617,syn4984604,1679363237740,3421893,6235884,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0098_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient6,blood,Illumina Omni2pt5M,Female,Homo sapiens,patient6pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn5006118,3096-PBK-0108_Final.csv,1445470563585,1418096,3775d817-7103-4ab9-a6a8-00a1ca504903,file,6,syn5004874,syn4984617,syn4984604,1679363237801,3421893,6235890,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0108_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient9,skin,Illumina Omni2pt5M,Male,Homo sapiens,patient9tumor7,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn5006120,3096-PBK-0099_Final.csv,1445470602464,1418096,c4b84a23-3d22-4717-b9e4-b0f66e7e5838,file,6,syn5004874,syn4984617,syn4984604,1679363237866,3421893,6235892,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0099_Final.csv
SNP array,NA,processed,genomicVariants,Neurofibromatosis type 1,patient9,blood,Illumina Omni2pt5M,Male,Homo sapiens,patient9pbmc,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csv,CTF,experimentalData,NA,NA,NA,NA,NA,+/-,unknown,NA,syn5006125,3096-PBK-0110_Final.csv,1445470616151,1418096,ecbd592d-ab53-46a4-bb76-49641264c0af,file,6,syn5004874,syn4984617,syn4984604,1679363237929,3421893,6235896,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0110_Final.csv
